Title,Price,Size,Rating,Review Count,Category,Region,ABV,Body,Sweet-Dry Scale,Style,Tasting Notes,Food Pairing
Cloud Break Petite Sirah,9.73,750.0ml bottle,,,Petite Sirah,,0.13,Full,,,,
Mineo Sweet Marsala,9.72,750.0ml bottle,,,Marsala,"Sicily, Italy",,,,,,
Cantina Gabriele Pinot Grigio,9.72,750.0ml bottle,,,Pinot Grigio,,,,,,,
Anthony Road White Finger Lakes,9.72,750.0ml bottle,,,Riesling,"Finger Lakes, United States",,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,"Duck & Game Bird, Cheese Fresh & Soft"
Rioja Barbaro Red,9.72,750.0ml bottle,,,Tempranillo,"Rioja, Spain",0.13,Medium,Dry,Sweet & Smooth,,"Tomatoes, Cured Meats"
Cavit Merlot,9.71,750.0ml bottle,4.7,(2 Reviews),Merlot,"Trentino, Italy",0.13,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Ste Genevieve Pinot Grigio,9.71,1.5L bottle,,,Pinot Grigio,"Texas, United States",0.12,Light,Dry,,"Citrus, Melon, Pear","Chicken, Salads & Greens, Shellfish"
Anakena Cabernet Sauvignon,9.70,750.0ml bottle,,,Cabernet Sauvignon,Chile,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Ascheri Langhe Arneis 2014,9.70,750.0ml bottle,,,Arneis,"Piedmonte, Italy",0.13,Light,,,,
Mommy's Timeout Pinot Grigio,9.70,750.0ml bottle,,,Pinot Grigio,"delle Venezie IGT, Italy",0.12,Light,Dry,,,"Shellfish, Salads & Greens"
PKNT Chardonnay Reserve,9.69,750.0ml bottle,,,Chardonnay,"Central Valley Chile, Chile",0.13,Full,Dry,Rich & Velvety,,"Cheese Fresh & Soft, Fish Meaty & Oily, Shellfish"
Anthony's Hill Fetzer Dark Bold Red,9.69,1.5L bottle,,,Rhone Blend,"California, United States",,,,,,
Two Oceans Sauvignon Blanc,9.69,750.0ml bottle,4,(1 Reviews),Sauvignon Blanc,"Western Cape, South Africa",0.14,Light,Dry,,"Acidic, Crisp, Fresh, Green Apple, Melon, Melon Honeydew, Passionfruit","Cheese Fresh & Soft, Chicken, Fish Meaty & Oily, Fish White, Pasta"
Versasi Dry Marsala,9.67,750.0ml bottle,,,Marsala,"Sicily, Italy",0.17,,,,,
Versasi Sweet Marsala,9.67,750.0ml bottle,,,Marsala,"Sicily, Italy",0.17,,,,,
Rosemount Moscato,9.66,1.5L bottle,,,Muscat / Moscato / Moscatel,Australia,0.09,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,Duck & Game Bird
Antica Corte Garganega Pinot Grigio,9.66,750.0ml bottle,,,Pinot Grigio,,0.12,Light,Dry,,,"Shellfish, Salads & Greens"
La Francesca Garganega Pinot Grigio 2013,9.66,1.5L bottle,,,Pinot Grigio,"Veneto, Italy",0.12,Light,Dry,,,"Shellfish, Salads & Greens"
Bedell Cellars Chardonnay 2014,9.63,750.0ml bottle,,,Chardonnay,"New York, United States",0.12,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Sea Ridge Pinot Grigio 2013,9.63,750.0ml bottle,,,Pinot Grigio,"California, United States",0.13,Light,Dry,,,"Shellfish, Salads & Greens"
Sea Ridge Syrah 2013,9.63,750.0ml bottle,,,Syrah / Shiraz,"Sonoma County, United States",0.13,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Markovic Estates Cabernet Sauvignon,9.62,750.0ml bottle,4,(2 Reviews),Cabernet Sauvignon,France,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Kraemer Brut,9.62,750.0ml bottle,,,Champagne,France,0.11,,,,,
Antiche Baronati Dry Marsala,9.62,750.0ml bottle,,,Catarratto,"Sicily, Italy",0.17,Light,,,,
Santo Christo Grenache,9.62,750.0ml bottle,,,Grenache / Garnacha / Cannonau,"Aragon, Spain",,Medium,Dry,Fruity & Light,,"Beef, Duck & Game Bird"
Alberto Conti Montepulciano D'abruz,9.62,750.0ml bottle,,,Montepulciano,Italy,,,,,,
Mirabello Pinot Grigio,9.62,750.0ml bottle,,,Pinot Grigio,"delle Venezie IGT, Italy",,Light,Dry,,,"Shellfish, Salads & Greens"
Bubo Pinot Noir,9.62,750.0ml bottle,,,Pinot Noir,"California, United States",0.14,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Hogue Riesling,9.62,750.0ml bottle,,,Riesling,"Washington, United States",0.13,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,"Duck & Game Bird, Cheese Fresh & Soft"
Forest Glen Riesling,9.62,750.0ml bottle,,,Riesling,"California, United States",0.11,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,"Duck & Game Bird, Cheese Fresh & Soft"
Smoking Loon Rose,9.62,750.0ml bottle,,,Rose Wine,"California, United States",0.12,Light,Dry,Fruity & Floral,,
Wild Hare Petit Sirah,9.62,750.0ml bottle,,,Syrah / Shiraz,"California, United States",0.13,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Estrella River Shiraz,9.60,750.0ml bottle,,,Syrah / Shiraz,"California, United States",0.13,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
PKNT Carmenere,9.59,750.0ml bottle,,,Carmenere,"Central Valley Chile, Chile",0.13,Medium,,,,
Alexander Valley Chardonnay 2013,9.59,375.0ml bottle,,,Chardonnay,"Alexander Valley, United States",0.14,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Viejo Feo Merlot,9.59,750.0ml bottle,,,Merlot,Chile,,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Markovic Estates Sweet Red,9.59,750.0ml bottle,5,(1 Reviews),Other Red,France,,,,,,
Bighorn Pinot Grigio,9.59,750.0ml bottle,,,Pinot Grigio,France,,Light,Dry,,,"Shellfish, Salads & Greens"
Vega Sindoa Tempranillo,9.59,750.0ml bottle,,,Tempranillo,"Navarra, Spain",,Medium,Dry,Sweet & Smooth,,"Tomatoes, Cured Meats"
Ramsay Pinot Noir,9.58,750.0ml bottle,,,Pinot Noir,"North Coast, United States",0.14,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Rose De Chevalier,9.58,750.0ml bottle,,,Rose Wine,"Bordeaux, France",,,,,,
Kalbarri Shiraz,9.58,750.0ml bottle,,,Syrah / Shiraz,"South Eastern Australia, Australia",,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Belmondo Pinot Grigio,9.56,750.0ml bottle,,,Pinot Grigio,Italy,0.12,Light,Dry,,,"Shellfish, Salads & Greens"
Harlow Ridge Pinot Noir,9.55,750.0ml bottle,,,Pinot Noir,United States,0.13,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Santa Rita Cabernet Sauvignon Estate Reserve,9.54,750.0ml bottle,,,Cabernet Sauvignon,,,,,,,
Bodegas Atalaya Almansa Laya Red Blend,9.54,750.0ml bottle,4,(1 Reviews),Grenache / Garnacha / Cannonau,Spain,0.15,Medium,Dry,Fruity & Light,,"Beef, Duck & Game Bird"
Sfizio Pinot Grigio,9.54,750.0ml bottle,,,Other Sparkling Wine,Italy,,,,,,
Forest Glen Pinot Grigio,9.54,750.0ml bottle,,,Pinot Noir,"California, United States",0.13,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Wild Hare Cabernet,9.53,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Indaba Chardonnay,9.53,750.0ml bottle,5,(2 Reviews),Chardonnay,"Western Cape, South Africa",,Full,Dry,Rich & Velvety,"Apple, Honey, Pear, Tropical","Shellfish, Chicken"
Ivison Amontillado Medium Dry,9.52,750.0ml bottle,,,Sherry,"Andalucia, Spain",0.20,,,,,
Croix de Marsan,9.51,750.0ml bottle,,,Bordeaux Blend,France,0.13,,,,,
Big House Wine Beastly Old Vine Cardinal Zin,9.51,750.0ml bottle,,,Zinfandel,United States,0.14,Medium,,,,
Farmers Market Pinot Noir Merlot,9.50,750.0ml bottle,,,Merlot,New Zealand,,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Rooiberg Reserve Pinotage,9.50,750.0ml bottle,,,Pinot Noir,South Africa,,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Les Deux Chateaux Pinot Noir,9.50,750.0ml bottle,,,Pinot Noir,France,,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Rayun Syrah,9.50,750.0ml bottle,,,Syrah / Shiraz,Chile,0.14,,,,,
La Playa Cabernet Sauvignon,9.49,750.0ml bottle,,,Cabernet Sauvignon,Chile,0.13,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Rosemount Cabernet Sauvignon,9.49,750.0ml bottle,,,Cabernet Sauvignon,Australia,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Fancy Pants Cabernet Sauvignon,9.49,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",0.13,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Arrow Creek Cabernet,9.49,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Evviva Spumante,9.49,750.0ml bottle,,,Asti,"Piedmonte, Italy",0.06,,,,,
Los Monteros Cava,9.49,750.0ml bottle,,,Cava,"Valencia, Spain",,,,,,
Cook's California Champagne Brut,9.49,750.0ml bottle,4.6,(28 Reviews),Champagne,"California, United States",0.05,,,,"Apple, Pear, Toasty, Floral","Shellfish, Dessert Fruit"
Yellow Bird Chardonnay,9.49,1.5L bottle,,,Chardonnay,Australia,,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Forest Glen Chardonnay,9.49,750.0ml bottle,,,Chardonnay,"California, United States",0.14,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Particular Chardonnay,9.49,750.0ml bottle,,,Chardonnay,Spain,,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Guenoc Chardonnay,9.49,750.0ml bottle,,,Chardonnay,"California, United States",0.15,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Redwood Empire Chardonnay,9.49,750.0ml bottle,,,Chardonnay,France,,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Bellaretta Chardonnay,9.49,750.0ml bottle,,,Chardonnay,Italy,,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Fiction Red Wine,9.49,500.0ml can,,,Ice Wine / Eiswein,United States,,,,,,
Pastene Cream Sherry,9.49,1.5L bottle,,,Sherry,Spain,0.40,,,,,
Nicolas Malbec,9.49,750.0ml bottle,,,Malbec,France,0.13,Full,Dry,Big & Bold,,"Pork, Mushrooms"
Las Piedras Malbec,9.49,750.0ml bottle,,,Malbec,"Mendoza, Argentina",0.15,,Dry,Earthy & Spicy,,
PKNT Merlot Reserve,9.49,750.0ml bottle,,,Merlot,"Central Valley Chile, Chile",0.13,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Viu Manent Merlot,9.49,750.0ml bottle,,,Merlot,Chile,,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Harthill Farms Merlot Red Wine,9.49,750.0ml bottle,,,Merlot,United States,,,,,,
Christian Moueix Merlot,9.49,750.0ml bottle,,,Merlot,,,,,,,
90+ Montepulciano D'abruzzo,9.49,750.0ml bottle,,,Montepulciano,"Abruzzo, Italy",,,,,,
Myx Moscato & Coconut,9.49,4 pack,4.3,(3 Reviews),Muscat / Moscato / Moscatel,United States,0.06,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,Duck & Game Bird
White Truck Moscato,9.49,750.0ml bottle,,,Muscat / Moscato / Moscatel,"California, United States",0.10,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,Duck & Game Bird
Castoro Cellars Moscato,9.49,750.0ml bottle,,,Muscat / Moscato / Moscatel,"Paso Robles, United States",0.13,,Sweet,Rich & Velvety,,
Electric Sky Moscato,9.49,187.0ml bottle,,,Muscat / Moscato / Moscatel,"California, United States",,,Sweet,Sweet & Bold,,
Tulbagh Muscat Ottonel Doux,9.49,750.0ml bottle,,,Muscat / Moscato / Moscatel,South Africa,,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,Duck & Game Bird
Baby Canadian Sparkling Wine,9.49,750.0ml bottle,,,Other Sparkling Wine,Canada,0.07,Light,Semi-Sweet,,,
Dantello Pinot Grigio,9.49,750.0ml bottle,,,Pinot Grigio,Italy,,Light,Dry,,,"Shellfish, Salads & Greens"
Bisanzio Pinot Grigio,9.49,1.5L bottle,,,Pinot Grigio,"Sicily, Italy",,Light,Dry,,,"Shellfish, Salads & Greens"
Mezza Luna Pinot Grigio,9.49,750.0ml bottle,,,Pinot Grigio,,,,,,,
Dark Horse Double Down Red Blend,9.49,750.0ml bottle,5,(1 Reviews),Proprietary Red Blend,"California, United States",,,,,,
Folonari Valpolicella,9.49,750.0ml bottle,4.7,(1 Reviews),Valpolicella Blend,"Veneto, Italy",0.13,,,,,
Saint Leger Red Rhone,9.49,750.0ml bottle,,,Rhone Blend,"Rhone, France",,,,,,
Bully Hill Meat Market Red Wine,9.49,750.0ml bottle,,,Red Blend,"New York, United States",,,,,,
Chateau Ragon Bel Air 2014,9.49,750.0ml bottle,,,Bordeaux Blend,"Bordeaux, France",0.14,,,,,
House Jam Red,9.49,750.0ml bottle,,,Bordeaux Blend,"Emilia-Romagna, Italy",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Mommy Juice Red,9.49,750.0ml bottle,,,Red Blend,"Central Coast, United States",,,,,,
Alighieri Rubino Del Marchese Toscana,9.49,750.0ml bottle,,,Tuscan Blend,"Tuscany, Italy",,,,,,
Encosta Das Perdizes Tinto,9.49,750.0ml bottle,,,Red Blend,Portugal,0.13,Medium,Dry,,,
Monte Fuscaz Rose,9.49,750.0ml bottle,,,Rose Wine,France,,,,,,
Faisao Vinho Verde Rose ,9.49,12 pack,,,Rose Wine,"Minho, Portugal",0.08,,Dry,Fruity & Floral,"Berry, Blueberry, Bright, Fresh, Fruity, Rose Petal","Salads & Greens, Shellfish"
Rosemount Shiraz Cabernet,9.49,750.0ml bottle,,,Rose Wine,"South Australia, Australia",0.13,,,,,
Cruse Rose Dry,9.49,750.0ml bottle,,,Rose Wine,,,,,,,
Douglas Green Sauvignon Blanc,9.49,750.0ml bottle,,,Sauvignon Blanc,South Africa,0.13,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
Fetzer Mendocino Sauvignon Blanc,9.49,750.0ml bottle,,,Sauvignon Blanc,"Mendocino, United States",0.13,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
Jacob's Creek Shiraz,9.49,750.0ml bottle,,,Syrah / Shiraz,Australia,,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Condor Peak Shiraz,9.49,750.0ml bottle,,,Syrah / Shiraz,"Mendoza, Argentina",,,,,,
Elsa Bianchi Syrah,9.49,750.0ml bottle,,,Syrah / Shiraz,"Mendoza, Argentina",0.14,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Lucky Star  Syrah,9.49,750.0ml bottle,,,Syrah / Shiraz,"California, United States",,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Old Westminster Farmer Fizz Rose,9.49,375.0ml can,,,Sparkling Rose Wine,"Maryland, United States",,,,,,
Riscal Temp Ss,9.49,750.0ml bottle,,,Tempranillo,"Castilla y Leon, Spain",,Medium,Dry,Sweet & Smooth,,"Tomatoes, Cured Meats"
Tenuta I Fauri Baldovino Trebbiano,9.49,750.0ml bottle,,,Trebbiano,"Abruzzo, Italy",0.13,,,,,
La Playa Viognier Chardonnay,9.49,750.0ml bottle,,,Viognier,"Colchagua Valley, Chile",,Full,,,,
Nottage Hill Chardonnay 2012,9.48,750.0ml bottle,,,Chardonnay,"South Eastern Australia, Australia",0.13,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Kirkland Signature Malbec,9.48,750.0ml bottle,,,Malbec,New Zealand,,Full,Dry,Big & Bold,,"Pork, Mushrooms"
Phebus Malbec Mmc,9.48,750.0ml bottle,,,Malbec,,0.15,Full,Dry,Big & Bold,,"Pork, Mushrooms"
Los Boldos Merlot Momentos Reserva,9.48,750.0ml bottle,,,Merlot,,0.14,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Brancott Sauvignon Blanc,9.48,750.0ml bottle,4.6,(2 Reviews),Sauvignon Blanc,United States,0.13,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
Reserve St Martin Sauvignon Blanc,9.48,750.0ml bottle,,,Sauvignon Blanc,,0.13,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
La Vuelta Torrontes,9.48,750.0ml bottle,,,Torrontes,,0.13,,,,,
Sea Ridge Pinot Noir 2013,9.47,750.0ml bottle,,,Pinot Noir,"California, United States",0.13,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
The Introvert Reserve Cabernet Sauvignon,9.46,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Oxford Landing Cabernet Sauvignon,9.46,750.0ml bottle,,,Cabernet Sauvignon,"South Australia, Australia",0.13,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Conde De Velazquez Don Raphael Reserva Cabernet Sauvignon,9.46,750.0ml bottle,,,Cabernet Sauvignon,,0.14,,,Fruity & Light,,
Los Riscos Cabernet Sauvignon Reserva Especial,9.46,750.0ml bottle,,,Cabernet Sauvignon,,,,,,,
Alan Christopher Brut Blanc de Blanc,9.46,750.0ml bottle,,,Champagne Blend,France,0.12,,,,,
Kedem Champagne White,9.46,750.0ml bottle,,,Champagne Blend,"Champagne, France",0.12,,,,,
Oxford Landing Chardonnay,9.46,750.0ml bottle,,,Chardonnay,"South Australia, Australia",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Nica & Dado Chardonnay,9.46,750.0ml bottle,,,Chardonnay,,,,,,,
Elana Mango Moscato,9.46,750.0ml bottle,,,Dessert Wine,Italy,,,,,,
Rio Claro Santa Loma Vineyards Malbec,9.46,750.0ml bottle,,,Malbec,,,,,,,
Elana Strawberry Moscato,9.46,750.0ml bottle,,,Muscat / Moscato / Moscatel,,,,,,,
Elana Green Apple Moscato,9.46,750.0ml bottle,,,Muscat / Moscato / Moscatel,"Puglia, Italy",,,,,,
Elana Peach Moscato,9.46,750.0ml bottle,,,Muscat / Moscato / Moscatel,,,,,Fruity & Crisp,,Salads & Greens
Mionetto Prestige Gran Rose Extra Dry Italian Sparkling,9.46,2 pack,,,Other Sparkling Wine,,,,,,,
Radley & Finch The Prof's Pinotage,9.46,750.0ml bottle,,,Pinotage,,0.13,,,,,
Straccali Pinot Grigio,9.46,750.0ml bottle,,,Pinot Grigio,"Lombardy, Italy",0.12,Light,Dry,,,"Shellfish, Salads & Greens"
Oxford Landing Pinot Grigio,9.46,750.0ml bottle,,,Pinot Grigio,"South Australia, Australia",0.13,Light,Dry,,,"Shellfish, Salads & Greens"
Symington Altano Portuguese Red Blend,9.46,750.0ml bottle,,,Red Blend,Portugal,,,,,,
Alandra Red Wine,9.46,750.0ml bottle,,,Port Blend,Portugal,,,,,,
Nell Breuning Kaseler 2013,9.46,750.0ml bottle,,,Riesling,"Mosel, Germany",0.09,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,"Duck & Game Bird, Cheese Fresh & Soft"
Wolftrap Rose,9.46,750.0ml bottle,,,Rose Wine,"Western Cape, South Africa",0.14,,Dry,Fruity & Floral,"Berry, Blueberry, Cherry, Citrus, Rose Petal, Silky, Watermelon","Chicken, Fish Meaty & Oily, Fish White, Pasta"
Duplin Scuppernong Blush,9.46,750.0ml bottle,,,Rose Wine,"North Carolina, United States",,,,,,
Chateau de Jau Le Jaja de Jau Syrah Rose,9.46,750.0ml bottle,,,Rose Wine,"Languedoc, France",,,,,,
Oxford Landing Sauvignon Blanc,9.46,750.0ml bottle,,,Sauvignon Blanc,"South Australia, Australia",0.11,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
Nica Sauvignon Blanc California,9.46,750.0ml bottle,,,Sauvignon Blanc,,,,,,,
Los Riscos Sauvignon Blanc Reserva Especial,9.46,750.0ml bottle,,,Sauvignon Blanc,,,,,,,
Senor Sierra Tempranillo-Alicante,9.46,750.0ml bottle,,,Tempranillo,,,,,,,
ABRAZO TEMPRANILLO CARINENA,9.46,750.0ml bottle,,,Tempranillo,,,,,,,
Radio Boca Verdejo,9.46,750.0ml bottle,,,Verdejo,,,,,,,
Caprock Moscato Royal,9.45,750.0oz bottle,,,Muscat / Moscato / Moscatel,,,,,,,
Wild Pig Sauvignon Blanc,9.45,750.0ml bottle,,,Sauvignon Blanc,"Vin de Pays , France",,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
Lapostolle Sauvignon Blanc Cuvee Alexandre 2013,9.45,750.0ml bottle,,,Sauvignon Blanc,"Rapel Valley, Chile",0.14,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
San Nicola Cabernet Sauvignon,9.44,1.5L bottle,,,Cabernet Sauvignon,"Veneto, Italy",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Loica Andes Series Cabernet Sauvignon,9.44,750.0ml bottle,,,Cabernet Sauvignon,"Maipo Valley, Chile",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Ca Cali Cabernet Sauvignon,9.44,750.0ml bottle,,,Cabernet Sauvignon,,,,,,,
Dark Horse Buttery Chardonnay,9.44,750.0ml bottle,4.1,(2 Reviews),Chardonnay,"California, United States",,,Semi-Sweet / Off-Dry,Rich & Velvety,"Butter, Caramel, Creamy, Nutty, Rich, Smooth, Toasty, Vanilla, Yeasty","Beef, Cheese Hard Aged, Cheese Nutty & Semi-Firm, Chicken, Cured Meats, Dessert Vanilla & Caramel, Fish Meaty & Oily, Fish White, Lamb, Pasta, Salads & Greens, Shellfish, Turkey"
Cantina Di Soave Re Midas Soave,9.44,750.0ml bottle,,,Garganega,"Veneto, Italy",0.12,Light,,,,
Markovic Estates Semi Dry Reserve Malbec,9.44,750.0ml bottle,,,Malbec,France,,Full,Dry,Big & Bold,,"Pork, Mushrooms"
Culitos Merlot,9.44,750.0ml bottle,4.8,(6 Reviews),Merlot,Chile,0.12,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Markovic Estates Merlot Semi Sweet,9.44,750.0ml bottle,3.5,(1 Reviews),Merlot,France,,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Dantello Montepulciano D'Abruzzo,9.44,750.0ml bottle,,,Montepulciano,,,,,,,
Stellina Di Notte Moscato,9.44,750.0ml bottle,,,Muscat / Moscato / Moscatel,Switzerland,,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,Duck & Game Bird
Mirone Viura Muscat,9.44,750.0ml bottle,,,Muscat / Moscato / Moscatel,Spain,0.13,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,Duck & Game Bird
Cavit Pinot Noir,9.44,750.0ml bottle,4.7,(8 Reviews),Pinot Noir,"Lombardy, Italy",0.12,Light,Dry,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Gallo Family Vineyards Hearty Burgundy,9.44,1.5L bottle,,,Red Blend,"California, United States",0.14,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
San Nicola Pinot Noir,9.44,1.5L bottle,5,(1 Reviews),Pinot Noir,,,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Fritz De Katz Riesling,9.44,750.0ml bottle,,,Riesling,Germany,,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,"Duck & Game Bird, Cheese Fresh & Soft"
Rosemount Traminer/Riesling,9.44,750.0ml bottle,,,Rose Wine,Australia,0.10,,,,,
El Libre Sauvignon Blanc,9.44,750.0ml bottle,,,Sauvignon Blanc,Argentina,,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
Shaya Sauvignon Blanc,9.44,750.0ml bottle,,,Sauvignon Blanc,,,,,,,
Marques De Caceres Verdejo,9.44,750.0ml bottle,,,Verdejo,"Rueda, Spain",0.13,,Dry,Fruity & Crisp,"Citrus, Grapefruit, Green Apple, Pear","Fish White, Pasta, Shellfish"
Lanzur Carmenere,9.43,750.0ml bottle,,,Carmenere,Chile,0.13,Medium,,,,
Aromo Malbec,9.43,750.0ml bottle,5,(1 Reviews),Malbec,"Maule Valley, Chile",0.14,Full,Dry,Big & Bold,,"Pork, Mushrooms"
Wink Risque Red,9.43,750.0ml bottle,,,Red Blend,,0.13,,,,,
Paul Barn Riesling,9.43,750.0ml bottle,,,Riesling,"Rheinhessen, Germany",0.09,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,"Duck & Game Bird, Cheese Fresh & Soft"
Seaside Cellars Vinho Verde,9.42,750.0ml bottle,,,Albarino,"Minho, Portugal",,Light,Dry,Fruity & Crisp,,"Shellfish, Fish White, Salads & Greens, Fruit Citrus, Root Vegetables"
Resso Garnacha,9.41,750.0ml bottle,,,Grenache / Garnacha / Cannonau,"Catalunya, Spain",0.14,,Dry,Earthy & Spicy,"Fresh, Fruity, Herbal, Minerality, Pepper, Red Fruit, Spicy","Beef, Cheese Hard Aged, Chicken, Cured Meats, Lamb, Pork, Root Vegetables, Turkey"
Ste Genevieve Pink Moscato,9.39,1.5L bottle,,,Pink Moscato,"Texas, United States",0.13,Light,Semi-Sweet / Off-Dry,,"Citrus, Floral, Fruity","Cheese Fresh & Soft, Dessert Fruit, Dessert Vanilla & Caramel"
Ste Genevieve Sauvignon Blanc,9.39,1.5L bottle,,,Sauvignon Blanc,"Texas, United States",0.13,Light,Dry,,"Apricot, Citrus","Dessert Fruit, Fish White, Fruit Citrus, Salads & Greens, Shellfish"
Coastal Vines Cellars Sauvignon Blanc,9.39,750.0ml bottle,,,Sauvignon Blanc,"California, United States",,,,,,
Markovic Estates Semi-Sweet Shiraz,9.39,750.0ml bottle,,,Syrah / Shiraz,France,,Full,Semi-Sweet / Off-Dry,Earthy & Spicy,,"Duck & Game Bird, Pork"
Magnolia Grove Merlot,9.38,750.0ml bottle,,,Merlot,"California, United States",0.14,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
June Bug Riesling,9.38,750.0ml bottle,,,Riesling,"California, United States",0.14,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,"Duck & Game Bird, Cheese Fresh & Soft"
Dom Malavieille Charmille Rose,9.37,750.0ml bottle,,,Rose Wine,"Languedoc-Roussillon, France",0.14,,,,,
S Marvista Cabernet,9.36,1.5L bottle,,,Cabernet Sauvignon,"Central Valley Chile, Chile",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
